CustomerID,Product,Quantity,UnitPrice,Date,Channel,Total
C01166,Chicken,5,8.07,2024-11-18,In-Store,40.35
C00141,Taco,5,3.05,2024-10-06,In-Store,15.25
C01816,Pizza,5,7.88,2024-06-09,Online,39.4
C01106,Chicken,4,7.21,2024-12-17,Online,28.84
C00141,Burger,2,3.86,2024-11-27,In-Store,7.72
C00502,Chicken,2,7.32,2024-12-01,Online,14.64
C01455,Fries,4,2.4,2024-12-01,Online,9.6
C00184,Chicken,5,7.21,2024-03-07,Online,36.05
C00536,Drink,5,1.4,2024-09-13,In-Store,7.0
C02161,Chicken,4,6.4,2024-11-26,In-Store,25.6
C00146,Taco,2,3.59,2024-09-06,In-Store,7.18
C00288,Chicken,1,8.27,2024-01-17,Online,8.27
C01626,Chicken,3,5.96,2024-06-23,In-Store,17.88
C02242,Chicken,1,6.4,2024-07-01,In-Store,6.4
C00352,Burger,5,4.84,2024-11-08,In-Store,24.2
C02153,Chicken,1,6.81,2024-09-28,Online,6.81
C01415,Pizza,1,7.2,2024-10-14,Online,7.2
C00271,Pizza,4,8.3,2024-12-23,Online,33.2
C00231,Drink,5,1.21,2024-06-09,In-Store,6.05
C02135,Taco,2,4.13,2024-12-23,Online,8.26
C01357,Drink,1,1.23,2024-04-28,Online,1.23
C00860,Fries,4,1.8,2024-02-24,Online,7.2
C00091,Burger,5,4.29,2024-07-19,Online,21.45
C02178,Dessert,4,2.5,2024-10-27,Online,10.0
C01886,Fries,5,2.43,2024-07-14,In-Store,12.15
C01731,Taco,5,3.97,2024-10-12,In-Store,19.85
C02359,Burger,3,4.34,2024-10-29,In-Store,13.02
C00349,Chicken,2,7.34,2024-07-14,Online,14.68
C00782,Pizza,2,8.4,2024-12-21,In-Store,16.8
C00237,Fries,3,1.86,2024-01-07,Online,5.58
C00911,Taco,5,2.86,2024-01-25,Online,14.3
C01294,Chicken,4,6.41,2024-10-18,Online,25.64
C00369,Pizza,1,7.34,2024-05-22,In-Store,7.34
C01954,Taco,5,3.9,2024-08-11,In-Store,19.5
C02348,Burger,1,4.65,2024-08-07,Online,4.65
C01809,Fries,3,1.77,2024-04-11,Online,5.31
C00161,Burger,3,4.55,2024-10-31,Online,13.65
C01125,Pizza,4,7.83,2024-06-27,Online,31.32
C00574,Taco,3,3.6,2024-07-18,Online,10.8
C01249,Pizza,5,8.36,2024-11-16,Online,41.8
C00829,Pizza,5,8.23,2024-09-11,Online,41.15
C00471,Chicken,2,6.41,2024-07-26,Online,12.82
C00055,Taco,4,3.84,2024-02-24,Online,15.36
C02268,Burger,2,4.29,2024-06-16,Online,8.58
C02252,Pizza,1,7.33,2024-10-26,Online,7.33
C00137,Chicken,2,7.53,2024-06-18,In-Store,15.06
C01099,Burger,5,5.08,2024-01-11,Online,25.4
C00432,Taco,1,3.53,2024-05-14,In-Store,3.53
C02257,Fries,5,1.9,2024-11-11,In-Store,9.5
C01234,Pizza,1,8.18,2024-07-20,In-Store,8.18
C01530,Taco,1,3.18,2024-05-04,Online,3.18
C00256,Burger,3,3.87,2024-10-20,Online,11.61
C01381,Burger,2,3.92,2024-07-04,In-Store,7.84
C00142,Burger,1,4.05,2024-08-20,In-Store,4.05
C01999,Dessert,4,3.42,2024-12-04,Online,13.68
C01217,Chicken,1,7.29,2024-05-30,Online,7.29
C00092,Taco,2,3.43,2024-04-19,In-Store,6.86
C01189,Fries,2,2.19,2024-04-17,Online,4.38
C01610,Pizza,1,9.63,2024-01-28,Online,9.63
C02167,Pizza,1,7.84,2024-08-22,Online,7.84
C01777,Taco,1,3.15,2024-12-20,Online,3.15
C02227,Burger,4,4.44,2024-01-11,In-Store,17.76
C02453,Burger,3,4.85,2024-04-06,In-Store,14.55
C00718,Burger,5,4.09,2024-03-29,Online,20.45
C00561,Burger,3,4.3,2024-11-15,In-Store,12.9
C00905,Taco,4,3.12,2024-05-12,Online,12.48
C00937,Chicken,2,7.24,2024-07-30,In-Store,14.48
C00297,Chicken,5,7.04,2024-03-03,Online,35.2
C01858,Fries,2,1.79,2024-09-09,In-Store,3.58
C00799,Taco,1,3.41,2024-02-15,Online,3.41
C01761,Pizza,1,7.45,2024-08-01,Online,7.45
C01200,Drink,3,1.37,2024-08-27,Online,4.11
C00191,Taco,3,3.87,2024-05-15,In-Store,11.61
C00946,Burger,5,4.33,2024-06-28,Online,21.65
C01637,Burger,2,3.82,2024-08-26,In-Store,7.64
C02431,Pizza,1,8.72,2024-05-11,In-Store,8.72
C02242,Fries,4,2.05,2024-11-01,Online,8.2
C01834,Dessert,5,3.6,2024-08-22,In-Store,18.0
C00693,Drink,2,1.7,2024-09-10,Online,3.4
C02349,Burger,2,4.51,2024-02-11,Online,9.02
C00348,Taco,4,3.77,2024-03-29,Online,15.08
C02367,Pizza,1,7.77,2024-10-24,Online,7.77
C02397,Chicken,3,5.96,2024-08-09,In-Store,17.88
C01407,Chicken,1,6.7,2024-04-20,Online,6.7
C00494,Chicken,5,7.22,2024-06-19,In-Store,36.1
C02033,Burger,3,5.03,2024-07-03,Online,15.09
C01697,Taco,4,3.27,2024-02-19,In-Store,13.08
C00061,Chicken,2,7.67,2024-01-06,Online,15.34
C01746,Taco,5,3.69,2024-02-12,Online,18.45
C02377,Fries,3,2.02,2024-06-21,Online,6.06
C00957,Chicken,1,6.3,2024-12-21,Online,6.3
C00694,Taco,2,3.4,2024-03-08,Online,6.8
C00036,Burger,4,5.34,2024-11-10,Online,21.36
C02419,Pizza,5,8.81,2024-04-10,Online,44.05
C02275,Drink,1,1.23,2024-05-29,Online,1.23
C00925,Burger,4,4.65,2024-02-25,In-Store,18.6
C01225,Pizza,1,7.81,2024-11-25,In-Store,7.81
C01805,Burger,2,3.86,2024-08-13,In-Store,7.72
C02189,Burger,5,4.51,2024-05-28,In-Store,22.55
C00422,Drink,1,1.41,2024-06-04,In-Store,1.41
C02467,Pizza,1,8.09,2024-02-03,In-Store,8.09
C01204,Chicken,4,6.89,2024-12-23,In-Store,27.56
C01082,Chicken,1,7.88,2024-08-02,Online,7.88
C00187,Pizza,4,7.44,2024-11-30,Online,29.76
C00247,Pizza,4,6.76,2024-11-21,In-Store,27.04
C02381,Drink,5,1.42,2024-11-06,Online,7.1
C00796,Chicken,4,5.98,2024-05-10,Online,23.92
C01129,Pizza,3,8.19,2024-04-18,Online,24.57
C01978,Burger,1,4.73,2024-06-17,In-Store,4.73
C00938,Pizza,5,8.17,2024-04-02,In-Store,40.85
C00808,Chicken,3,7.39,2024-08-06,Online,22.17
C02277,Pizza,3,8.04,2024-05-14,Online,24.12
C01345,Pizza,2,6.86,2024-05-23,In-Store,13.72
C01912,Taco,4,4.1,2024-01-06,Online,16.4
C01179,Taco,5,3.93,2024-06-11,Online,19.65
C00738,Chicken,4,5.95,2024-01-15,In-Store,23.8
C00635,Drink,3,1.45,2024-06-24,Online,4.35
C00217,Drink,1,1.82,2024-10-07,In-Store,1.82
C02100,Chicken,4,7.0,2024-09-17,In-Store,28.0
C00420,Taco,3,3.31,2024-07-21,Online,9.93
C00309,Pizza,1,7.14,2024-03-03,Online,7.14
C00708,Chicken,5,7.11,2024-05-23,In-Store,35.55
C01454,Burger,5,3.83,2024-06-30,Online,19.15
C01733,Pizza,4,7.23,2024-11-29,In-Store,28.92
C01867,Taco,1,3.66,2024-11-12,Online,3.66
C00984,Chicken,1,5.78,2024-05-10,Online,5.78
C02288,Pizza,2,7.88,2024-11-02,Online,15.76
C01607,Burger,2,5.17,2024-12-23,Online,10.34
C01483,Chicken,3,6.25,2024-10-08,Online,18.75
C00562,Taco,4,3.51,2024-10-30,In-Store,14.04
C00792,Taco,4,3.93,2024-07-18,Online,15.72
C01403,Burger,3,4.39,2024-05-14,Online,13.17
C02056,Fries,4,1.75,2024-06-11,Online,7.0
C01093,Burger,2,4.73,2024-01-01,Online,9.46
C00571,Chicken,2,6.27,2024-01-10,In-Store,12.54
C01311,Fries,5,2.06,2024-03-27,In-Store,10.3
C02452,Pizza,1,7.36,2024-03-03,Online,7.36
C01656,Burger,4,4.54,2024-11-05,Online,18.16
C00218,Fries,2,1.74,2024-01-31,In-Store,3.48
C00788,Chicken,3,5.83,2024-09-30,Online,17.49
C02229,Drink,1,1.52,2024-07-20,Online,1.52
C00691,Drink,3,1.43,2024-08-25,Online,4.29
C00345,Drink,2,1.59,2024-09-28,Online,3.18
C01711,Dessert,2,3.21,2024-04-26,Online,6.42
C00216,Chicken,3,7.27,2024-10-07,In-Store,21.81
C00855,Burger,4,4.84,2024-10-15,Online,19.36
C00405,Chicken,5,6.92,2024-09-13,Online,34.6
C01903,Burger,5,3.71,2024-12-30,In-Store,18.55
C00173,Burger,3,4.39,2024-12-03,Online,13.17
C01824,Chicken,1,7.02,2024-10-11,In-Store,7.02
C01118,Taco,1,3.34,2024-03-20,Online,3.34
C01702,Chicken,1,6.07,2024-12-17,Online,6.07
C02107,Taco,3,4.03,2024-12-06,Online,12.09
C01409,Chicken,1,7.34,2024-01-21,Online,7.34
C00918,Pizza,3,7.66,2024-03-30,In-Store,22.98
C02452,Pizza,1,9.28,2024-04-29,Online,9.28
C02394,Taco,5,3.02,2024-07-10,Online,15.1
C01130,Pizza,3,7.23,2024-04-26,Online,21.69
C00820,Burger,3,4.43,2024-08-04,In-Store,13.29
C01276,Pizza,3,8.44,2024-09-02,Online,25.32
C01866,Fries,4,2.05,2024-02-24,Online,8.2
C00307,Chicken,3,6.68,2024-01-27,In-Store,20.04
C01852,Pizza,3,9.82,2024-04-12,Online,29.46
C02199,Chicken,4,7.35,2024-04-24,In-Store,29.4
C00831,Pizza,1,6.63,2024-10-25,Online,6.63
C00425,Drink,3,1.81,2024-06-23,In-Store,5.43
C00777,Chicken,5,6.73,2024-02-17,In-Store,33.65
C01806,Taco,3,3.39,2024-07-19,In-Store,10.17
C00625,Chicken,2,6.3,2024-09-24,Online,12.6
C01933,Chicken,2,6.2,2024-02-19,In-Store,12.4
C01032,Chicken,5,6.77,2024-10-05,Online,33.85
C02323,Pizza,3,8.07,2024-01-11,Online,24.21
C02462,Drink,2,1.29,2024-06-06,Online,2.58
C02420,Chicken,3,7.14,2024-05-23,In-Store,21.42
C00092,Dessert,1,3.37,2024-05-21,In-Store,3.37
C00859,Taco,4,3.75,2024-03-26,In-Store,15.0
C01031,Taco,2,3.3,2024-02-20,Online,6.6
C00812,Chicken,5,7.58,2024-03-26,In-Store,37.9
C01754,Dessert,2,2.62,2024-06-05,In-Store,5.24
C01332,Pizza,4,9.69,2024-01-10,Online,38.76
C01522,Taco,4,3.43,2024-06-27,Online,13.72
C02013,Pizza,3,8.38,2024-08-21,Online,25.14
C02387,Pizza,5,7.37,2024-07-11,In-Store,36.85
C00207,Chicken,2,6.89,2024-07-01,In-Store,13.78
C00122,Pizza,2,7.99,2024-09-28,Online,15.98
C01740,Chicken,5,5.6,2024-09-11,In-Store,28.0
C02005,Pizza,3,6.96,2024-01-16,Online,20.88
C01593,Pizza,1,6.94,2024-10-30,Online,6.94
C01785,Pizza,4,7.46,2024-10-30,Online,29.84
C02004,Burger,5,4.27,2024-08-22,Online,21.35
C00109,Chicken,5,7.63,2024-09-11,Online,38.15
C01741,Burger,1,4.8,2024-01-11,Online,4.8
C02496,Taco,1,3.67,2024-02-10,In-Store,3.67
C01609,Drink,5,1.34,2024-12-03,Online,6.7
C01692,Taco,5,3.62,2024-09-11,In-Store,18.1
C00236,Pizza,5,7.83,2024-11-13,In-Store,39.15
C01723,Burger,3,4.4,2024-11-09,Online,13.2
C00301,Drink,4,1.54,2024-07-25,In-Store,6.16
C01011,Taco,2,3.63,2024-12-15,In-Store,7.26
C00815,Pizza,1,8.75,2024-05-24,In-Store,8.75
C01751,Fries,2,2.04,2024-04-30,Online,4.08
C01877,Pizza,3,8.11,2024-01-11,In-Store,24.33
C02136,Pizza,5,8.98,2024-09-10,In-Store,44.9
C02437,Chicken,3,7.46,2024-09-23,In-Store,22.38
C01506,Fries,4,1.92,2024-04-11,In-Store,7.68
C02257,Burger,1,4.57,2024-02-15,Online,4.57
C01867,Burger,2,4.82,2024-09-06,In-Store,9.64
C01206,Burger,4,4.49,2024-09-15,In-Store,17.96
C00195,Taco,3,2.77,2024-06-11,In-Store,8.31
C00047,Chicken,1,6.91,2024-10-01,Online,6.91
C00173,Taco,4,3.63,2024-11-13,Online,14.52
C01198,Burger,3,5.08,2024-03-29,In-Store,15.24
C00308,Pizza,4,7.89,2024-12-22,In-Store,31.56
C01517,Chicken,4,8.73,2024-07-13,Online,34.92
C00065,Taco,2,2.87,2024-07-31,In-Store,5.74
C02381,Drink,5,1.64,2024-03-27,Online,8.2
C02380,Chicken,5,7.14,2024-04-16,Online,35.7
C00104,Dessert,1,3.59,2024-03-16,In-Store,3.59
C01220,Fries,1,2.11,2024-03-05,Online,2.11
C00876,Pizza,4,8.15,2024-10-02,In-Store,32.6
C00436,Chicken,1,7.69,2024-11-20,In-Store,7.69
C01040,Chicken,4,6.38,2024-03-10,Online,25.52
C00480,Burger,1,4.36,2024-07-21,Online,4.36
C00176,Chicken,2,7.65,2024-11-17,In-Store,15.3
C01175,Chicken,3,6.33,2024-01-30,Online,18.99
C02374,Pizza,5,7.3,2024-12-15,Online,36.5
C00918,Dessert,3,3.16,2024-01-14,Online,9.48
C00503,Pizza,2,6.99,2024-07-28,Online,13.98
C02162,Taco,4,3.85,2024-02-16,Online,15.4
C01538,Burger,1,3.69,2024-10-07,Online,3.69
C00930,Chicken,2,7.66,2024-08-05,Online,15.32
C00729,Drink,3,1.34,2024-12-26,Online,4.02
C00523,Chicken,1,6.82,2024-08-15,Online,6.82
C00793,Burger,3,4.5,2024-01-30,Online,13.5
C01342,Pizza,4,7.68,2024-09-28,In-Store,30.72
C02298,Taco,4,3.24,2024-07-17,Online,12.96
C02215,Dessert,1,2.5,2024-03-29,Online,2.5
C01939,Pizza,3,7.79,2024-12-26,In-Store,23.37
C00514,Burger,1,4.32,2024-05-28,Online,4.32
C01707,Fries,2,2.06,2024-10-31,Online,4.12
C02040,Burger,1,4.41,2024-04-07,Online,4.41
C01217,Dessert,4,3.24,2024-11-14,In-Store,12.96
C02491,Pizza,5,7.51,2024-01-01,Online,37.55
C00960,Taco,4,3.44,2024-04-29,In-Store,13.76
C00882,Burger,1,4.48,2024-11-02,In-Store,4.48
C01931,Burger,2,4.82,2024-02-19,Online,9.64
C02138,Burger,3,4.36,2024-01-21,In-Store,13.08
C01805,Chicken,4,5.66,2024-01-18,Online,22.64
C02269,Taco,3,3.43,2024-05-27,In-Store,10.29
C01904,Pizza,5,7.91,2024-01-22,Online,39.55
C01471,Fries,3,2.15,2024-05-12,Online,6.45
C01432,Fries,3,2.01,2024-02-21,In-Store,6.03
C01458,Chicken,5,5.19,2024-01-12,In-Store,25.95
C00653,Chicken,4,8.17,2024-11-30,In-Store,32.68
C02299,Burger,2,3.91,2024-07-09,Online,7.82
C01271,Chicken,3,6.56,2024-03-19,Online,19.68
C02341,Drink,1,1.58,2024-10-13,Online,1.58
C01017,Taco,1,3.89,2024-05-05,In-Store,3.89
C01699,Drink,3,1.48,2024-04-12,Online,4.44
C01710,Taco,1,3.62,2024-01-15,In-Store,3.62
C02321,Pizza,3,7.76,2024-07-31,Online,23.28
C00831,Chicken,1,7.27,2024-07-26,In-Store,7.27
C00461,Chicken,2,6.87,2024-01-08,In-Store,13.74
C01923,Chicken,4,7.06,2024-09-27,In-Store,28.24
C01453,Drink,3,1.74,2024-05-24,In-Store,5.22
C02163,Burger,2,4.6,2024-03-05,Online,9.2
C00266,Dessert,4,3.53,2024-06-10,In-Store,14.12
C01876,Burger,5,4.4,2024-11-27,In-Store,22.0
C01111,Burger,2,3.37,2024-04-30,Online,6.74
C00521,Chicken,3,7.77,2024-05-21,In-Store,23.31
C02233,Pizza,3,6.93,2024-03-05,In-Store,20.79
C00944,Drink,2,1.47,2024-10-09,Online,2.94
C00029,Pizza,3,7.0,2024-01-07,Online,21.0
C01338,Chicken,4,7.78,2024-11-09,In-Store,31.12
C02137,Burger,5,4.61,2024-12-16,Online,23.05
C00803,Fries,4,1.93,2024-06-25,Online,7.72
C02478,Pizza,1,9.38,2024-05-03,Online,9.38
C00877,Chicken,3,7.12,2024-07-17,Online,21.36
C01498,Taco,1,3.48,2024-01-26,In-Store,3.48
C00706,Burger,1,4.62,2024-11-24,In-Store,4.62
C01159,Chicken,2,5.88,2024-09-04,Online,11.76
C02394,Taco,3,3.49,2024-10-23,In-Store,10.47
C00964,Pizza,2,7.62,2024-07-16,Online,15.24
C02236,Pizza,4,7.7,2024-09-19,Online,30.8
C00125,Taco,3,3.83,2024-11-11,In-Store,11.49
C01010,Taco,2,3.36,2024-10-01,Online,6.72
C01052,Burger,1,5.0,2024-04-30,Online,5.0
C01213,Taco,2,3.48,2024-11-17,In-Store,6.96
C01316,Fries,1,2.02,2024-11-27,Online,2.02
C00858,Chicken,1,5.76,2024-01-29,Online,5.76
C00413,Fries,3,2.25,2024-10-02,In-Store,6.75
C01302,Drink,2,1.5,2024-08-03,Online,3.0
C01576,Taco,3,3.56,2024-05-26,In-Store,10.68
C00102,Fries,4,1.69,2024-03-31,In-Store,6.76
C02389,Burger,4,3.96,2024-09-23,In-Store,15.84
C02335,Burger,3,5.13,2024-02-29,In-Store,15.39
C02439,Taco,3,2.82,2024-10-03,Online,8.46
C00493,Fries,3,2.19,2024-01-31,In-Store,6.57
C00835,Chicken,2,6.06,2024-05-28,Online,12.12
C02230,Drink,3,1.55,2024-03-11,Online,4.65
C00540,Dessert,1,3.04,2024-06-28,Online,3.04
C00713,Burger,1,4.76,2024-11-28,In-Store,4.76
C01277,Fries,5,2.18,2024-07-29,Online,10.9
C02024,Taco,4,3.76,2024-07-24,In-Store,15.04
C00941,Chicken,3,6.84,2024-02-13,Online,20.52
C00533,Chicken,5,8.36,2024-07-03,Online,41.8
C00309,Burger,3,4.89,2024-12-19,In-Store,14.67
C01134,Chicken,5,6.91,2024-08-29,Online,34.55
C00124,Chicken,3,7.16,2024-09-19,In-Store,21.48
C00304,Chicken,3,7.34,2024-05-07,Online,22.02
C01096,Fries,5,2.1,2024-04-25,Online,10.5
C01699,Taco,2,3.82,2024-01-29,Online,7.64
C01108,Fries,2,1.91,2024-04-13,In-Store,3.82
C01019,Burger,3,4.79,2024-06-21,Online,14.37
C02108,Chicken,5,7.66,2024-01-23,In-Store,38.3
C02256,Burger,5,4.28,2024-12-19,Online,21.4
C02054,Pizza,4,7.13,2024-12-02,Online,28.52
C00251,Pizza,2,9.49,2024-11-21,In-Store,18.98
C01612,Dessert,5,2.96,2024-03-19,In-Store,14.8
C01007,Fries,1,1.94,2024-10-07,Online,1.94
C02114,Chicken,3,6.68,2024-01-01,In-Store,20.04
C01524,Drink,5,1.41,2024-08-14,In-Store,7.05
C00466,Burger,4,3.96,2024-10-10,Online,15.84
C00666,Chicken,3,7.51,2024-09-23,Online,22.53
C00286,Burger,1,5.47,2024-08-23,Online,5.47
C02405,Taco,3,3.66,2024-04-22,In-Store,10.98
C01531,Burger,4,4.48,2024-08-22,Online,17.92
C01226,Chicken,1,7.23,2024-06-02,Online,7.23
C00726,Chicken,5,5.91,2024-07-19,Online,29.55
C00105,Dessert,1,2.95,2024-04-06,In-Store,2.95
C01947,Taco,5,3.96,2024-06-29,Online,19.8
C01538,Chicken,5,8.59,2024-07-05,In-Store,42.95
C02410,Fries,5,1.84,2024-08-11,Online,9.2
C01215,Fries,4,1.91,2024-05-27,Online,7.64
C01714,Fries,5,2.15,2024-12-09,Online,10.75
C00611,Burger,1,4.61,2024-11-01,Online,4.61
C00692,Drink,3,1.49,2024-10-29,In-Store,4.47
C01246,Pizza,3,7.3,2024-12-30,In-Store,21.9
C02179,Burger,4,3.97,2024-02-15,Online,15.88
C00182,Taco,1,3.51,2024-12-19,Online,3.51
C01675,Pizza,2,9.58,2024-06-25,In-Store,19.16
C01042,Fries,2,1.65,2024-06-25,In-Store,3.3
C01098,Chicken,4,7.19,2024-10-31,In-Store,28.76
C00733,Pizza,3,6.72,2024-08-04,In-Store,20.16
C00007,Fries,1,2.05,2024-09-12,Online,2.05
C02008,Pizza,5,7.28,2024-01-30,In-Store,36.4
C00059,Burger,2,4.13,2024-06-01,In-Store,8.26
C00569,Burger,5,4.57,2024-03-28,Online,22.85
C00882,Chicken,4,5.98,2024-08-12,Online,23.92
C02329,Chicken,4,7.7,2024-08-24,Online,30.8
C02059,Chicken,5,7.62,2024-05-29,Online,38.1
C01168,Chicken,4,6.67,2024-04-01,Online,26.68
C00576,Burger,5,4.58,2024-08-30,Online,22.9
C00311,Chicken,4,7.02,2024-09-09,Online,28.08
C00257,Chicken,1,6.37,2024-02-17,Online,6.37
C02091,Pizza,4,7.12,2024-12-01,In-Store,28.48
C02312,Taco,1,3.33,2024-10-16,Online,3.33
C00748,Chicken,5,6.84,2024-08-12,Online,34.2
C00384,Burger,2,4.94,2024-12-17,In-Store,9.88
C02464,Pizza,3,8.06,2024-01-21,Online,24.18
C01995,Pizza,3,7.34,2024-01-06,In-Store,22.02
C00637,Pizza,5,8.74,2024-01-02,Online,43.7
C00379,Pizza,2,8.1,2024-07-09,In-Store,16.2
C00356,Fries,2,2.04,2024-04-29,Online,4.08
C02067,Chicken,3,6.02,2024-08-02,Online,18.06
C02128,Taco,4,3.66,2024-01-27,Online,14.64
C00963,Chicken,5,7.39,2024-01-01,In-Store,36.95
C02165,Drink,3,1.4,2024-07-04,Online,4.2
C02392,Drink,3,1.41,2024-08-22,Online,4.23
C01631,Taco,1,3.58,2024-01-22,In-Store,3.58
C01786,Chicken,1,7.62,2024-04-16,In-Store,7.62
C02499,Chicken,4,7.35,2024-07-21,Online,29.4
C01009,Taco,4,2.95,2024-08-13,Online,11.8
C01047,Chicken,4,6.28,2024-11-28,Online,25.12
C01795,Burger,5,3.97,2024-07-18,In-Store,19.85
C00091,Chicken,5,6.52,2024-04-07,Online,32.6
C02295,Taco,2,3.99,2024-02-14,Online,7.98
C00861,Chicken,3,6.89,2024-12-11,Online,20.67
C00405,Taco,1,3.71,2024-08-12,Online,3.71
C01263,Chicken,2,6.62,2024-09-12,In-Store,13.24
C01870,Taco,1,3.97,2024-12-16,Online,3.97
C01689,Taco,3,3.4,2024-04-03,In-Store,10.2
C00961,Burger,1,5.17,2024-05-17,In-Store,5.17
C00638,Pizza,4,8.52,2024-01-01,In-Store,34.08
C02022,Pizza,3,8.48,2024-07-03,Online,25.44
C00503,Taco,2,3.46,2024-09-17,Online,6.92
C01287,Burger,1,5.73,2024-06-11,In-Store,5.73
C02098,Chicken,2,8.03,2024-08-28,Online,16.06
C00933,Pizza,5,7.84,2024-11-26,In-Store,39.2
C00294,Chicken,1,6.44,2024-05-08,In-Store,6.44
C01906,Taco,2,3.37,2024-06-16,Online,6.74
C00150,Drink,4,1.56,2024-11-29,In-Store,6.24
C01416,Pizza,4,8.66,2024-11-24,In-Store,34.64
C01564,Taco,1,3.24,2024-08-23,Online,3.24
C01294,Burger,1,4.06,2024-01-01,Online,4.06
C00451,Taco,1,3.26,2024-01-29,In-Store,3.26
C00754,Chicken,1,6.6,2024-12-16,In-Store,6.6
C02193,Drink,4,1.8,2024-02-03,Online,7.2
C02227,Chicken,5,7.33,2024-08-13,In-Store,36.65
C00814,Burger,2,4.34,2024-06-17,In-Store,8.68
C02470,Fries,3,2.26,2024-03-30,In-Store,6.78
C01343,Drink,2,1.56,2024-03-23,In-Store,3.12
C00802,Burger,2,4.31,2024-06-13,Online,8.62
C01606,Drink,2,1.6,2024-12-16,In-Store,3.2
C00395,Drink,4,1.79,2024-04-27,In-Store,7.16
C00634,Chicken,5,6.5,2024-06-17,In-Store,32.5
C00312,Pizza,4,9.8,2024-04-17,Online,39.2
C00915,Pizza,2,8.01,2024-05-28,In-Store,16.02
C02371,Pizza,2,6.04,2024-11-28,Online,12.08
C02099,Taco,5,2.76,2024-05-08,Online,13.8
C00233,Drink,5,1.54,2024-09-29,In-Store,7.7
C00397,Burger,5,4.57,2024-12-22,Online,22.85
C00619,Fries,2,2.02,2024-11-07,Online,4.04
C00433,Burger,3,4.67,2024-03-16,Online,14.01
C00993,Chicken,1,6.87,2024-12-20,Online,6.87
C00649,Pizza,3,6.71,2024-08-09,In-Store,20.13
C00734,Chicken,3,5.61,2024-09-08,In-Store,16.83
C02188,Pizza,4,7.73,2024-10-31,In-Store,30.92
C01060,Chicken,5,6.94,2024-11-02,In-Store,34.7
C02340,Burger,3,4.53,2024-03-07,In-Store,13.59
C02259,Dessert,1,2.6,2024-10-28,Online,2.6
C00584,Fries,1,2.01,2024-01-09,Online,2.01
C01203,Chicken,2,6.18,2024-06-15,In-Store,12.36
C00867,Pizza,4,7.21,2024-08-23,In-Store,28.84
C01873,Burger,5,4.41,2024-04-30,In-Store,22.05
C00576,Drink,2,1.4,2024-07-28,Online,2.8
C00184,Fries,4,1.67,2024-10-22,Online,6.68
C00287,Chicken,3,7.38,2024-06-27,In-Store,22.14
C02119,Taco,4,3.04,2024-10-19,In-Store,12.16
C01997,Dessert,3,2.88,2024-01-29,Online,8.64
C00616,Chicken,3,7.41,2024-07-19,In-Store,22.23
C00698,Pizza,3,8.64,2024-01-16,In-Store,25.92
C00718,Dessert,3,2.69,2024-07-15,In-Store,8.07
C01625,Taco,1,3.48,2024-05-13,In-Store,3.48
C00972,Dessert,2,3.24,2024-03-23,In-Store,6.48
C00431,Burger,1,4.28,2024-07-31,Online,4.28
C02282,Taco,1,3.64,2024-04-12,In-Store,3.64
C00226,Taco,3,3.25,2024-04-18,In-Store,9.75
C01039,Chicken,2,6.47,2024-10-03,Online,12.94
C00653,Pizza,5,6.62,2024-12-11,Online,33.1
C00447,Taco,5,3.51,2024-02-06,In-Store,17.55
C01368,Pizza,3,7.1,2024-12-28,In-Store,21.3
C00184,Taco,5,3.26,2024-01-02,In-Store,16.3
C00757,Burger,4,4.94,2024-11-06,Online,19.76
C02032,Chicken,2,5.28,2024-09-20,Online,10.56
C00385,Chicken,5,7.1,2024-05-19,Online,35.5
C00150,Dessert,4,3.03,2024-07-19,In-Store,12.12
C01377,Drink,5,1.47,2024-02-07,In-Store,7.35
C00790,Taco,5,4.0,2024-11-08,In-Store,20.0
C00045,Pizza,4,7.87,2024-01-18,Online,31.48
C01921,Chicken,1,8.05,2024-03-03,Online,8.05
C02333,Taco,5,3.05,2024-01-25,Online,15.25
C02367,Chicken,2,7.0,2024-04-14,Online,14.0
C01033,Chicken,1,7.8,2024-11-12,Online,7.8
C01915,Chicken,4,5.64,2024-07-05,Online,22.56
C00981,Fries,4,2.25,2024-07-24,In-Store,9.0
C00343,Burger,3,3.72,2024-11-19,Online,11.16
C01414,Pizza,3,7.63,2024-08-26,In-Store,22.89
C01360,Chicken,3,7.27,2024-01-13,In-Store,21.81
C01448,Pizza,4,8.03,2024-02-27,Online,32.12
C02030,Fries,5,1.87,2024-10-19,Online,9.35
C00141,Drink,2,1.71,2024-04-16,In-Store,3.42
C01320,Dessert,2,3.0,2024-01-01,Online,6.0
C01567,Fries,2,2.06,2024-04-11,Online,4.12
C01083,Drink,1,1.31,2024-02-13,Online,1.31
C00930,Fries,1,2.09,2024-07-08,In-Store,2.09
C01054,Fries,5,2.1,2024-07-10,In-Store,10.5
C01325,Dessert,2,2.94,2024-06-22,Online,5.88
C00049,Chicken,1,5.62,2024-11-18,In-Store,5.62
C02111,Chicken,5,6.31,2024-05-07,In-Store,31.55
C00716,Drink,5,1.3,2024-07-14,Online,6.5
C01867,Burger,3,4.54,2024-12-18,In-Store,13.62
C02301,Chicken,4,6.84,2024-07-29,Online,27.36
C00827,Burger,5,4.65,2024-05-30,In-Store,23.25
C01926,Fries,5,2.02,2024-06-04,Online,10.1
